-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2015 through 01/01/2023 
Location: Latitude  24.87   Longitude 67.03 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 53.05 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
T2M_RANGE             MERRA-2 Temperature at 2 Meters Range (C) 
WS10M_RANGE           MERRA-2 Wind Speed at 10 Meters Range (m/s) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,T2M_RANGE,WS10M_RANGE
2018,12,5,4.49,9.29,2.89
2018,12,6,4.31,6.7,3.48
2018,12,7,4.36,8.73,2.84
2018,12,8,4.23,7.66,2.3
2018,12,9,3.1,6.56,3.02
2018,12,10,4.26,7.16,1.76
2018,12,11,4.07,8.45,4.19
2018,12,12,3.97,8.6,3.59
2018,12,13,4.18,8.77,2.91
2018,12,14,4.46,9.93,1.96
2018,12,15,4.49,9.98,1.95
2018,12,16,4.4,10.86,3.07
2018,12,17,4.54,12.23,3.09
2018,12,18,4.61,10.78,2.91
2018,12,19,4.47,8.68,2.47
2018,12,20,4.33,12.24,2.44
2018,12,21,4.43,10.97,3.43
2018,12,22,4.37,9.85,1.75
2018,12,23,4.13,9.95,3.38
2018,12,24,4.01,9.54,2.85
2018,12,25,3.98,8.66,3.41
2018,12,26,4.46,11.03,4.09
2018,12,27,4.32,12.08,5.06
2018,12,28,4.08,10.93,3.46
2018,12,29,4.28,9.95,1.92
2018,12,30,4.37,9.7,2.43
2018,12,31,4.37,10.67,3.76
2019,1,1,4.41,8.62,3.73
2019,1,2,4.37,10.62,2.91
2019,1,3,4.28,10.98,2.73
2019,1,4,3.84,9.09,4.1
2019,1,5,3.98,11.84,3.59
2019,1,6,4.4,10.69,3.8
2019,1,7,4.46,9.8,3.51
2019,1,8,4.23,8.66,2.71
2019,1,9,3.95,9.86,1.98
2019,1,10,3.87,7.52,5.16
2019,1,11,3.08,7.02,4.12
2019,1,12,3.69,8.05,4.97
2019,1,13,4.18,8.84,4.12
2019,1,14,4.32,9.8,4.59
2019,1,15,4.66,10.0,2.56
2019,1,16,4.23,8.62,3.62
2019,1,17,4.32,9.57,4.33
2019,1,18,4.41,10.98,2.44
2019,1,19,4.39,9.83,3.05
2019,1,20,4.25,6.62,4.4
2019,1,21,3.77,6.61,7.41
2019,1,22,4.92,8.52,2.41
2019,1,23,5.02,11.24,3.38
2019,1,24,5.05,9.77,2.75
2019,1,25,4.88,8.62,2.8
2019,1,26,4.83,8.9,1.55
2019,1,27,4.69,6.57,3.02
2019,1,28,5.06,8.76,3.27
2019,1,29,5.08,8.91,1.87
2019,1,30,4.24,6.51,5.74
2019,1,31,4.47,7.62,7.02
2019,2,1,5.06,9.59,3.66
2019,2,2,5.25,10.14,2.77
2019,2,3,5.31,10.07,2.27
2019,2,4,5.42,11.27,4.52
2019,2,5,5.3,8.78,3.29
2019,2,6,5.21,8.73,3.67
2019,2,7,5.42,9.73,2.89
2019,2,8,5.7,12.28,4.45
2019,2,9,5.47,11.05,3.5
2019,2,10,5.52,9.78,2.88
2019,2,11,5.25,9.75,3.77
2019,2,12,5.53,10.62,4.49
2019,2,13,5.24,11.71,2.91
2019,2,14,5.15,8.8,1.68
2019,2,15,5.53,11.16,5.55
2019,2,16,5.57,10.93,2.13
2019,2,17,5.0,10.46,3.63
2019,2,18,4.79,6.46,3.95
2019,2,19,4.57,5.73,4.17
2019,2,20,4.19,5.14,8.6
2019,2,21,5.12,8.59,3.7
2019,2,22,5.71,10.14,5.52
2019,2,23,5.52,6.94,4.0
2019,2,24,5.9,10.22,3.91
2019,2,25,5.3,11.2,6.29
2019,2,26,5.12,8.09,3.97
2019,2,27,6.28,11.27,1.89
2019,2,28,5.83,7.43,4.52
2019,3,1,4.08,7.84,4.09
2019,3,2,3.71,7.2,7.25
2019,3,3,5.58,8.88,6.4
2019,3,4,5.69,8.72,3.8
2019,3,5,6.03,8.53,3.0
2019,3,6,6.4,8.05,2.23
2019,3,7,5.83,7.98,3.11
2019,3,8,5.92,8.8,3.35
2019,3,9,5.97,9.27,2.67
2019,3,10,5.04,7.35,5.74
2019,3,11,6.61,7.5,2.29
2019,3,12,4.9,7.38,4.95
2019,3,13,6.02,7.13,2.27
2019,3,14,6.62,8.6,3.54
2019,3,15,6.66,10.45,3.89
2019,3,16,6.02,10.2,5.22
2019,3,17,6.68,12.87,3.7
2019,3,18,6.37,9.23,4.03
2019,3,19,6.73,7.81,4.36
2019,3,20,6.89,8.61,2.92
2019,3,21,6.62,9.62,5.27
2019,3,22,6.34,10.69,5.28
2019,3,23,6.3,9.85,2.29
2019,3,24,5.71,9.38,2.09
2019,3,25,6.58,10.62,2.63
2019,3,26,6.48,11.62,4.23
2019,3,27,5.8,9.76,5.02
2019,3,28,6.81,12.66,4.19
2019,3,29,5.68,10.93,3.84
2019,3,30,7.21,13.21,4.89
2019,3,31,7.26,12.83,4.45
2019,4,1,7.09,13.22,4.0
2019,4,2,7.32,10.81,2.71
2019,4,3,6.84,10.7,3.27
2019,4,4,7.22,11.67,3.98
2019,4,5,7.03,11.31,3.55
2019,4,6,6.5,9.7,4.26
2019,4,7,7.01,11.05,3.51
2019,4,8,7.29,10.8,4.27
2019,4,9,6.43,8.65,4.27
2019,4,10,7.01,9.71,4.06
2019,4,11,6.87,8.1,3.29
2019,4,12,6.45,8.17,2.56
2019,4,13,6.42,9.64,4.38
2019,4,14,6.06,8.91,7.98
2019,4,15,3.46,4.38,3.63
2019,4,16,7.26,6.15,4.2
2019,4,17,6.98,9.15,2.87
2019,4,18,7.5,10.81,4.46
2019,4,19,7.46,10.34,5.28
2019,4,20,7.26,8.55,3.66
2019,4,21,7.37,7.98,2.48
2019,4,22,7.17,7.76,2.46
2019,4,23,7.31,8.05,3.86
2019,4,24,7.1,6.72,3.82
2019,4,25,7.41,8.42,3.07
2019,4,26,7.44,10.39,3.85
2019,4,27,7.5,12.52,3.62
2019,4,28,7.68,11.47,3.35
2019,4,29,7.43,11.11,4.71
2019,4,30,6.78,12.95,4.63
2019,5,1,7.59,12.95,5.91
2019,5,2,7.65,15.2,5.35
2019,5,3,7.56,13.32,4.8
2019,5,4,7.66,12.21,4.9
2019,5,5,7.61,10.04,5.23
2019,5,6,7.42,8.07,3.52
2019,5,7,7.34,7.66,3.16
2019,5,8,7.32,4.91,2.04
2019,5,9,7.09,4.27,2.75
2019,5,10,6.54,5.32,2.13
2019,5,11,6.9,6.3,4.6
2019,5,12,7.44,8.64,2.12
2019,5,13,7.33,7.96,3.87
2019,5,14,7.51,6.47,3.81
2019,5,15,7.25,7.96,4.1
2019,5,16,7.07,5.31,4.42
2019,5,17,7.4,4.92,4.27
2019,5,18,7.2,6.38,3.05
2019,5,19,6.83,3.88,2.15
2019,5,20,7.05,7.04,1.68
2019,5,21,7.12,7.09,3.18
2019,5,22,7.07,5.44,3.59
2019,5,23,7.42,6.62,3.36
2019,5,24,6.96,8.43,4.81
2019,5,25,7.3,9.23,1.56
2019,5,26,7.74,11.54,4.3
2019,5,27,7.65,9.76,4.58
2019,5,28,7.51,7.62,2.97
2019,5,29,7.69,6.85,3.91
2019,5,30,7.23,9.05,3.61
2019,5,31,7.32,8.53,2.57
2019,6,1,7.58,6.59,3.89
2019,6,2,7.67,5.91,3.45
2019,6,3,7.6,4.85,2.48
2019,6,4,6.88,4.71,2.76
2019,6,5,7.15,9.37,5.08
2019,6,6,7.64,10.31,3.77
2019,6,7,7.76,8.05,3.74
2019,6,8,7.89,7.79,4.04
2019,6,9,7.64,7.16,1.83
2019,6,10,7.23,5.72,2.68
2019,6,11,6.31,5.46,3.66
2019,6,12,6.48,10.12,4.54
2019,6,13,6.85,10.62,4.38
2019,6,14,5.84,9.3,3.61
2019,6,15,6.44,8.52,3.12
2019,6,16,6.43,5.9,3.09
2019,6,17,6.64,9.91,6.86
2019,6,18,6.3,5.66,3.27
2019,6,19,6.32,6.12,2.51
2019,6,20,6.6,5.21,2.02
2019,6,21,6.67,5.45,1.81
2019,6,22,6.82,5.59,2.62
2019,6,23,7.21,5.25,1.8
2019,6,24,6.68,4.94,2.18
2019,6,25,6.67,6.2,2.75
2019,6,26,6.82,6.01,2.72
2019,6,27,6.62,3.93,2.16
2019,6,28,6.64,4.51,2.16
2019,6,29,6.86,4.42,1.64
2019,6,30,5.97,3.98,2.62
2019,7,1,4.76,4.47,2.47
2019,7,2,5.85,5.42,2.19
2019,7,3,6.74,5.78,3.27
2019,7,4,5.89,4.68,2.4
2019,7,5,4.83,4.09,1.77
2019,7,6,5.33,4.56,1.75
2019,7,7,5.87,4.93,2.59
2019,7,8,6.38,4.98,3.66
2019,7,9,6.13,4.64,2.31
2019,7,10,6.14,4.81,2.52
2019,7,11,6.14,4.45,1.72
2019,7,12,6.11,4.52,1.58
2019,7,13,6.28,4.05,2.8
2019,7,14,6.2,3.77,2.94
2019,7,15,5.6,3.94,2.33
2019,7,16,5.07,4.09,2.88
2019,7,17,5.64,4.43,1.69
2019,7,18,5.16,4.69,2.4
2019,7,19,5.48,6.02,2.08
2019,7,20,6.74,6.98,3.46
2019,7,21,6.51,6.66,1.88
2019,7,22,5.6,5.85,1.85
2019,7,23,7.01,4.69,1.66
2019,7,24,5.93,3.83,2.7
2019,7,25,4.71,3.79,2.82
2019,7,26,4.46,3.59,1.34
2019,7,27,3.56,3.53,1.84
2019,7,28,4.82,3.8,2.62
2019,7,29,0.73,1.57,2.46
2019,7,30,2.78,3.91,2.34
2019,7,31,6.56,4.19,2.17
2019,8,1,5.4,3.09,2.12
2019,8,2,5.37,3.95,3.09
2019,8,3,5.16,4.41,2.03
2019,8,4,5.08,3.88,1.72
2019,8,5,4.69,3.91,3.2
2019,8,6,4.89,5.2,1.65
2019,8,7,3.94,4.29,3.19
2019,8,8,4.5,6.1,3.46
2019,8,9,3.12,3.97,4.26
2019,8,10,3.04,2.79,3.37
2019,8,11,1.58,2.95,2.99
2019,8,12,5.05,3.42,3.7
2019,8,13,6.17,4.76,2.61
2019,8,14,5.92,4.74,1.84
2019,8,15,4.53,3.88,1.98
2019,8,16,4.72,3.88,2.52
2019,8,17,5.57,3.55,2.38
2019,8,18,6.81,4.16,2.61
2019,8,19,6.6,4.88,2.68
2019,8,20,6.78,4.59,2.59
2019,8,21,5.85,4.09,3.55
2019,8,22,5.87,4.52,2.7
2019,8,23,7.0,4.81,2.31
2019,8,24,6.66,4.44,2.09
2019,8,25,5.94,4.98,2.41
2019,8,26,6.21,5.21,1.87
2019,8,27,5.69,5.43,2.48
2019,8,28,5.23,4.8,2.03
2019,8,29,2.51,4.31,3.73
2019,8,30,5.79,5.65,4.8
2019,8,31,6.2,6.14,2.48
2019,9,1,5.38,2.61,1.6
2019,9,2,4.8,4.81,2.89
2019,9,3,5.94,2.95,1.77
2019,9,4,6.0,3.23,1.87
2019,9,5,5.49,3.79,1.62
2019,9,6,5.28,3.29,1.46
2019,9,7,6.18,3.64,2.39
2019,9,8,5.98,4.88,2.0
2019,9,9,6.37,5.59,2.26
2019,9,10,6.06,4.48,1.85
2019,9,11,6.31,4.16,2.27
2019,9,12,5.87,4.98,1.78
2019,9,13,5.58,4.66,2.36
2019,9,14,5.43,4.54,2.5
2019,9,15,5.34,4.16,2.16
2019,9,16,5.18,4.98,2.98
2019,9,17,6.03,5.41,2.77
2019,9,18,6.31,5.56,1.3
2019,9,19,6.74,6.8,1.55
2019,9,20,6.48,9.13,2.03
2019,9,21,6.16,8.42,2.22
2019,9,22,5.77,8.95,3.45
2019,9,23,5.84,5.18,3.97
2019,9,24,5.36,5.75,2.29
2019,9,25,4.65,6.73,3.77
2019,9,26,4.56,7.05,1.91
2019,9,27,3.45,2.72,0.87
2019,9,28,6.05,5.03,3.95
2019,9,29,5.7,3.98,3.56
2019,9,30,5.98,3.64,2.05
2019,10,1,5.77,2.97,3.46
2019,10,2,5.66,3.13,2.8
2019,10,3,5.29,2.51,2.54
2019,10,4,5.31,3.44,1.96
2019,10,5,5.32,4.22,1.1
2019,10,6,3.36,5.07,2.0
2019,10,7,5.68,7.88,3.44
2019,10,8,5.98,8.05,3.49
2019,10,9,6.03,6.12,2.06
2019,10,10,6.0,6.16,1.56
2019,10,11,5.99,6.09,2.35
2019,10,12,6.02,6.62,2.15
2019,10,13,5.71,8.11,1.91
2019,10,14,5.45,7.06,2.69
2019,10,15,5.92,7.66,2.69
2019,10,16,5.34,7.71,3.16
2019,10,17,5.71,7.94,2.01
2019,10,18,5.65,7.38,1.62
2019,10,19,5.33,9.49,2.45
2019,10,20,5.24,10.73,4.09
2019,10,21,5.26,10.65,3.13
2019,10,22,5.02,10.38,3.41
2019,10,23,5.47,6.98,2.88
2019,10,24,5.3,7.65,2.95
2019,10,25,5.3,9.79,2.52
2019,10,26,5.19,10.45,2.61
2019,10,27,5.28,10.73,3.25
2019,10,28,3.52,9.84,2.02
2019,10,29,3.5,6.91,1.77
2019,10,30,4.46,6.81,1.37
2019,10,31,5.18,6.87,3.61
2019,11,1,5.12,7.78,3.54
2019,11,2,4.81,7.09,2.67
2019,11,3,4.76,8.32,3.72
2019,11,4,5.03,8.45,2.14
2019,11,5,4.24,7.42,2.94
2019,11,6,4.24,9.18,3.68
2019,11,7,5.27,11.34,5.09
2019,11,8,5.3,9.09,2.6
2019,11,9,5.11,10.12,2.53
2019,11,10,4.89,9.48,3.07
2019,11,11,4.8,8.52,2.57
2019,11,12,4.38,7.88,3.53
2019,11,13,4.69,8.2,2.42
2019,11,14,4.35,7.17,2.76
2019,11,15,3.47,6.07,3.78
2019,11,16,4.38,8.81,2.77
2019,11,17,4.28,8.42,2.2
2019,11,18,3.89,7.44,3.03
2019,11,19,4.14,6.83,2.3
2019,11,20,4.73,8.76,2.05
2019,11,21,4.68,8.27,2.21
2019,11,22,3.79,7.35,3.31
2019,11,23,4.04,7.84,3.05
2019,11,24,3.9,7.42,3.25
2019,11,25,4.18,8.75,3.87
2019,11,26,4.12,8.06,4.05
2019,11,27,4.28,8.23,3.53
2019,11,28,4.49,9.31,3.43
2019,11,29,4.46,8.48,2.28
2019,11,30,4.69,9.45,1.67
2019,12,1,4.37,10.15,1.78
2019,12,2,4.62,11.06,2.21
2019,12,3,4.16,11.88,3.34
2019,12,4,3.77,11.28,4.64
2019,12,5,3.29,11.13,3.71
2019,12,6,2.77,10.88,3.98
2019,12,7,4.1,11.71,2.22
2019,12,8,4.12,11.31,1.31
2019,12,9,4.14,10.7,3.33
2019,12,10,4.15,8.42,3.2
2019,12,11,3.84,7.37,4.29
2019,12,12,3.53,6.25,2.74
2019,12,13,4.18,8.28,3.0
2019,12,14,4.2,8.59,1.77
2019,12,15,2.92,7.66,4.61
2019,12,16,3.97,8.77,2.24
2019,12,17,4.04,9.59,1.86
2019,12,18,4.41,10.09,3.84
2019,12,19,4.14,7.87,2.23
2019,12,20,4.05,8.38,3.65
2019,12,21,4.28,9.16,4.19
2019,12,22,4.35,10.03,3.96
2019,12,23,4.08,10.95,3.09
2019,12,24,4.46,10.11,2.17
2019,12,25,4.47,10.13,1.77
2019,12,26,4.42,9.55,2.42
2019,12,27,4.49,10.82,3.3
2019,12,28,4.51,10.69,2.62
2019,12,29,4.28,10.56,3.23
2019,12,30,4.05,10.48,4.08
